model,vectorizer,accuracy,precision,recall,f1_score,balanced_accuracy,matthews_corrcoef,training_time,roc_auc
ada_boost_tree,tfidf_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.01618194580078125,0.4993661446681581
ada_boost_simple,tfidf_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.06810188293457031,0.5029828486204325
gradient_boost_custom,tfidf_unigram,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.18565893173217773,0.49103281133482474
bagging_lr,tfidf_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,3.7339248657226562,0.5202150136713894
bagging_sgd,tfidf_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.1427149772644043,0.49760129256773555
calibrated_rf,tfidf_unigram,0.5334507042253521,0.5783144365184493,0.5334507042253521,0.3999774620729035,0.5104772557792692,0.05819753410175099,0.4975419044494629,0.5031754909271688
calibrated_svm,tfidf_unigram,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.024562358856201172,0.5150820283370618
ovr_svm,tfidf_unigram,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.013362884521484375,0.5178846631866766
feature_selection_rf,tfidf_unigram,0.5123239436619719,0.4988530525438187,0.5123239436619719,0.46935986998604895,0.49834700472284366,-0.004008289317741604,0.2611560821533203,0.4962155108128263
XGBoost,tfidf_unigram,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.10886311531066895,0.48729182202336563
LightGBM,tfidf_unigram,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.09722781181335449,0.4831406910265971
CatBoost,tfidf_unigram,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.28184080123901367,0.49622793934874476
LogisticRegression,tfidf_bigram,0.5158450704225352,0.5117129114175911,0.5158450704225352,0.5092689222727168,0.5100546855580412,0.020668315291103485,0.08229279518127441,0.5346818294804873
LogisticRegression_L1,tfidf_bigram,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.1558980941772461,0.5009259259259259
RidgeClassifier,tfidf_bigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.014013051986694336,0.5278523489932886
SGDClassifier,tfidf_bigram,0.477112676056338,0.5086161459400896,0.477112676056338,0.32784294189574753,0.5006338553318419,0.0042334261676008934,0.022282123565673828,0.5006338553318418
BernoulliNB,tfidf_bigram,0.551056338028169,0.6175979632055068,0.551056338028169,0.44378211762411496,0.5296917723092219,0.12017330595218151,0.01182103157043457,0.5286602038279891
RandomForest,tfidf_bigram,0.5475352112676056,0.5611056908612766,0.5475352112676056,0.47862840675484875,0.5298160576684067,0.08606018083363479,0.20529794692993164,0.5208799403430275
ExtraTrees,tfidf_bigram,0.5440140845070423,0.5938926240369043,0.5440140845070423,0.4328219221624752,0.5224583644046731,0.09328257101437037,0.15001988410949707,0.5222595078299775
GradientBoosting,tfidf_bigram,0.5422535211267606,0.5885719693796176,0.5422535211267606,0.42949638621200886,0.5206065125528212,0.08675897664915468,0.14509367942810059,0.5163932388764604
LinearSVC,tfidf_bigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.015592813491821289,0.5278523489932886
KNN,tfidf_bigram,0.5264084507042254,0.5256904224402915,0.5264084507042254,0.5259175447699505,0.524471787223465,0.04904517136147409,0.05804586410522461,0.5302137708177976
linear_stacking,tfidf_bigram,0.522887323943662,0.5198551707509034,0.522887323943662,0.5186409921574415,0.5181580909768829,0.03697197129757595,0.038002967834472656,0.5181580909768829
ada_boost_tree,tfidf_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.015029191970825195,0.4993661446681581
ada_boost_simple,tfidf_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.06420707702636719,0.5029828486204325
gradient_boost_custom,tfidf_bigram,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.19583392143249512,0.49103281133482474
bagging_lr,tfidf_bigram,0.5158450704225352,0.5115645781931857,0.5158450704225352,0.5088449999408935,0.5098806860551827,0.020347006674636653,0.16418933868408203,0.5327740492170022
bagging_sgd,tfidf_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.09635519981384277,0.4954511558538404
calibrated_rf,tfidf_bigram,0.5492957746478874,0.5641703705841608,0.5492957746478874,0.48143619989658054,0.5316679095202586,0.09092524934812281,0.911693811416626,0.5321774794929157
calibrated_svm,tfidf_bigram,0.5528169014084507,0.6047815294230819,0.5528169014084507,0.45540029308298074,0.5322396221725081,0.11803091828166234,0.024042844772338867,0.5316244096445439
ovr_svm,tfidf_bigram,0.5528169014084507,0.6571894328936582,0.5528169014084507,0.43581195329784933,0.5306736266467811,0.1415172045968016,0.014232158660888672,0.5306736266467811
feature_selection_rf,tfidf_bigram,0.5369718309859155,0.5335279575838402,0.5369718309859155,0.5025561485648959,0.524098931145911,0.05654666004358809,0.5078811645507812,0.5376708923688789
XGBoost,tfidf_bigram,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.03522205352783203,0.48729182202336563
LightGBM,tfidf_bigram,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.04831528663635254,0.4831406910265971
CatBoost,tfidf_bigram,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.18605303764343262,0.5244655729555059
LogisticRegression,tfidf_trigram,0.5158450704225352,0.5117129114175911,0.5158450704225352,0.5092689222727168,0.5100546855580412,0.020668315291103485,0.058255910873413086,0.5346818294804873
LogisticRegression_L1,tfidf_trigram,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.14380812644958496,0.5009259259259259
RidgeClassifier,tfidf_trigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.012272834777832031,0.5278523489932886
SGDClassifier,tfidf_trigram,0.477112676056338,0.5086161459400896,0.477112676056338,0.32784294189574753,0.5006338553318419,0.0042334261676008934,0.021005868911743164,0.5006338553318418
BernoulliNB,tfidf_trigram,0.551056338028169,0.6175979632055068,0.551056338028169,0.44378211762411496,0.5296917723092219,0.12017330595218151,0.010489940643310547,0.5286602038279891
RandomForest,tfidf_trigram,0.5475352112676056,0.5611056908612766,0.5475352112676056,0.47862840675484875,0.5298160576684067,0.08606018083363479,0.18753576278686523,0.5208799403430275
ExtraTrees,tfidf_trigram,0.5440140845070423,0.5938926240369043,0.5440140845070423,0.4328219221624752,0.5224583644046731,0.09328257101437037,0.5159270763397217,0.5222595078299775
GradientBoosting,tfidf_trigram,0.5422535211267606,0.5885719693796176,0.5422535211267606,0.42949638621200886,0.5206065125528212,0.08675897664915468,0.12536120414733887,0.5163932388764604
LinearSVC,tfidf_trigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.014225959777832031,0.5278523489932886
KNN,tfidf_trigram,0.5264084507042254,0.5256904224402915,0.5264084507042254,0.5259175447699505,0.524471787223465,0.04904517136147409,0.05870175361633301,0.5302137708177976
linear_stacking,tfidf_trigram,0.522887323943662,0.5198551707509034,0.522887323943662,0.5186409921574415,0.5181580909768829,0.03697197129757595,0.04110908508300781,0.5181580909768829
ada_boost_tree,tfidf_trigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.017621994018554688,0.4993661446681581
ada_boost_simple,tfidf_trigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.07094502449035645,0.5029828486204325
gradient_boost_custom,tfidf_trigram,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.20586085319519043,0.49103281133482474
bagging_lr,tfidf_trigram,0.5158450704225352,0.5115645781931857,0.5158450704225352,0.5088449999408935,0.5098806860551827,0.020347006674636653,0.13312196731567383,0.5327740492170022
bagging_sgd,tfidf_trigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.10005497932434082,0.4954511558538404
calibrated_rf,tfidf_trigram,0.5492957746478874,0.5641703705841608,0.5492957746478874,0.48143619989658054,0.5316679095202586,0.09092524934812281,0.8639397621154785,0.5321774794929157
calibrated_svm,tfidf_trigram,0.5528169014084507,0.6047815294230819,0.5528169014084507,0.45540029308298074,0.5322396221725081,0.11803091828166234,0.024178028106689453,0.5316244096445439
ovr_svm,tfidf_trigram,0.5528169014084507,0.6571894328936582,0.5528169014084507,0.43581195329784933,0.5306736266467811,0.1415172045968016,0.014481306076049805,0.5306736266467811
feature_selection_rf,tfidf_trigram,0.5369718309859155,0.5335279575838402,0.5369718309859155,0.5025561485648959,0.524098931145911,0.05654666004358809,0.49930596351623535,0.5376708923688789
XGBoost,tfidf_trigram,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.034626007080078125,0.48729182202336563
LightGBM,tfidf_trigram,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.2183830738067627,0.4831406910265971
CatBoost,tfidf_trigram,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.19122314453125,0.5244655729555059
LogisticRegression,bow_binary,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.03452897071838379,0.5226137211036539
LogisticRegression_L1,bow_binary,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.13513493537902832,0.5009259259259259
RidgeClassifier,bow_binary,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.010448932647705078,0.5043251304996271
SGDClassifier,bow_binary,0.5334507042253521,0.7530520601405949,0.5334507042253521,0.38045642666048024,0.5092592592592593,0.09900498326549309,0.025769948959350586,0.5092592592592593
BernoulliNB,bow_binary,0.5387323943661971,0.5965850248550124,0.5387323943661971,0.4131354124065738,0.5162068108376834,0.08046601655330539,0.008958816528320312,0.5140069599801144
RandomForest,bow_binary,0.5176056338028169,0.5061305331991952,0.5176056338028169,0.47333557957354355,0.5033805617698235,0.008271404418594952,0.18539190292358398,0.5076124782500622
ExtraTrees,bow_binary,0.5387323943661971,0.5965850248550124,0.5387323943661971,0.4131354124065738,0.5162068108376834,0.08046601655330539,0.16059017181396484,0.5049652000994282
GradientBoosting,bow_binary,0.522887323943662,0.5109034488621872,0.522887323943662,0.44338526409197543,0.5044121302510564,0.013324808183271641,0.115753173828125,0.4977255779269203
LinearSVC,bow_binary,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.011419057846069336,0.5043251304996271
KNN,bow_binary,0.4894366197183099,0.4939294235357499,0.4894366197183099,0.48721007696632657,0.4928908774546359,-0.014343944364384993,0.054245710372924805,0.49728436490181455
linear_stacking,bow_binary,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.04248809814453125,0.5043251304996271
ada_boost_tree,bow_binary,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.013401985168457031,0.4993661446681581
ada_boost_simple,bow_binary,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.061723947525024414,0.5029828486204325
gradient_boost_custom,bow_binary,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.17909979820251465,0.49103281133482474
bagging_lr,bow_binary,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.12920784950256348,0.5202150136713894
bagging_sgd,bow_binary,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.09499597549438477,0.49760129256773555
calibrated_rf,bow_binary,0.5334507042253521,0.5783144365184493,0.5334507042253521,0.3999774620729035,0.5104772557792692,0.05819753410175099,0.47218990325927734,0.5031754909271688
calibrated_svm,bow_binary,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.019887924194335938,0.5150820283370618
ovr_svm,bow_binary,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.012376070022583008,0.5178846631866766
feature_selection_rf,bow_binary,0.5123239436619719,0.4988530525438187,0.5123239436619719,0.46935986998604895,0.49834700472284366,-0.004008289317741604,0.2449359893798828,0.4962155108128263
XGBoost,bow_binary,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.02874016761779785,0.48729182202336563
LightGBM,bow_binary,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.06061911582946777,0.4831406910265971
CatBoost,bow_binary,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.14209198951721191,0.49622793934874476
LogisticRegression,bow_freq,0.5158450704225352,0.5117129114175911,0.5158450704225352,0.5092689222727168,0.5100546855580412,0.020668315291103485,0.05993008613586426,0.5346818294804873
LogisticRegression_L1,bow_freq,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.15378713607788086,0.5009259259259259
RidgeClassifier,bow_freq,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.013801097869873047,0.5278523489932886
SGDClassifier,bow_freq,0.477112676056338,0.5086161459400896,0.477112676056338,0.32784294189574753,0.5006338553318419,0.0042334261676008934,0.02154374122619629,0.5006338553318418
BernoulliNB,bow_freq,0.551056338028169,0.6175979632055068,0.551056338028169,0.44378211762411496,0.5296917723092219,0.12017330595218151,0.009834051132202148,0.5286602038279891
RandomForest,bow_freq,0.5475352112676056,0.5611056908612766,0.5475352112676056,0.47862840675484875,0.5298160576684067,0.08606018083363479,0.18693304061889648,0.5208799403430275
ExtraTrees,bow_freq,0.5440140845070423,0.5938926240369043,0.5440140845070423,0.4328219221624752,0.5224583644046731,0.09328257101437037,0.14900612831115723,0.5222595078299775
GradientBoosting,bow_freq,0.5422535211267606,0.5885719693796176,0.5422535211267606,0.42949638621200886,0.5206065125528212,0.08675897664915468,0.13003993034362793,0.5163932388764604
LinearSVC,bow_freq,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.013726949691772461,0.5278523489932886
KNN,bow_freq,0.5264084507042254,0.5256904224402915,0.5264084507042254,0.5259175447699505,0.524471787223465,0.04904517136147409,0.06337475776672363,0.5302137708177976
linear_stacking,bow_freq,0.522887323943662,0.5198551707509034,0.522887323943662,0.5186409921574415,0.5181580909768829,0.03697197129757595,0.043678998947143555,0.5181580909768829
ada_boost_tree,bow_freq,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.015514135360717773,0.4993661446681581
ada_boost_simple,bow_freq,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.0697622299194336,0.5029828486204325
gradient_boost_custom,bow_freq,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.20778584480285645,0.49103281133482474
bagging_lr,bow_freq,0.5158450704225352,0.5115645781931857,0.5158450704225352,0.5088449999408935,0.5098806860551827,0.020347006674636653,0.16489076614379883,0.5327740492170022
bagging_sgd,bow_freq,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.09574484825134277,0.4954511558538404
calibrated_rf,bow_freq,0.5492957746478874,0.5641703705841608,0.5492957746478874,0.48143619989658054,0.5316679095202586,0.09092524934812281,0.8706049919128418,0.5321774794929157
calibrated_svm,bow_freq,0.5528169014084507,0.6047815294230819,0.5528169014084507,0.45540029308298074,0.5322396221725081,0.11803091828166234,0.023800134658813477,0.5316244096445439
ovr_svm,bow_freq,0.5528169014084507,0.6571894328936582,0.5528169014084507,0.43581195329784933,0.5306736266467811,0.1415172045968016,0.01359105110168457,0.5306736266467811
feature_selection_rf,bow_freq,0.5369718309859155,0.5335279575838402,0.5369718309859155,0.5025561485648959,0.524098931145911,0.05654666004358809,0.5085349082946777,0.5376708923688789
XGBoost,bow_freq,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.03242301940917969,0.48729182202336563
LightGBM,bow_freq,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.04490089416503906,0.4831406910265971
CatBoost,bow_freq,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.1883080005645752,0.5244655729555059
LogisticRegression,count_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.03325700759887695,0.5226137211036539
LogisticRegression_L1,count_unigram,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.1341099739074707,0.5009259259259259
RidgeClassifier,count_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.010444164276123047,0.5043251304996271
SGDClassifier,count_unigram,0.5334507042253521,0.7530520601405949,0.5334507042253521,0.38045642666048024,0.5092592592592593,0.09900498326549309,0.026365995407104492,0.5092592592592593
BernoulliNB,count_unigram,0.5387323943661971,0.5965850248550124,0.5387323943661971,0.4131354124065738,0.5162068108376834,0.08046601655330539,0.009884119033813477,0.5140069599801144
RandomForest,count_unigram,0.5176056338028169,0.5061305331991952,0.5176056338028169,0.47333557957354355,0.5033805617698235,0.008271404418594952,0.1978747844696045,0.5076124782500622
ExtraTrees,count_unigram,0.5387323943661971,0.5965850248550124,0.5387323943661971,0.4131354124065738,0.5162068108376834,0.08046601655330539,0.16288995742797852,0.5049652000994282
GradientBoosting,count_unigram,0.522887323943662,0.5109034488621872,0.522887323943662,0.44338526409197543,0.5044121302510564,0.013324808183271641,0.11668610572814941,0.4977255779269203
LinearSVC,count_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.011517047882080078,0.5043251304996271
KNN,count_unigram,0.4894366197183099,0.4939294235357499,0.4894366197183099,0.48721007696632657,0.4928908774546359,-0.014343944364384993,0.05395627021789551,0.49728436490181455
linear_stacking,count_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.042559146881103516,0.5043251304996271
ada_boost_tree,count_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.013514995574951172,0.4993661446681581
ada_boost_simple,count_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.0621800422668457,0.5029828486204325
gradient_boost_custom,count_unigram,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.17912507057189941,0.49103281133482474
bagging_lr,count_unigram,0.5105633802816901,0.5057683924193881,0.5105633802816901,0.5028187958565916,0.5043251304996271,0.008931538940494614,0.12759995460510254,0.5202150136713894
bagging_sgd,count_unigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.09245419502258301,0.49760129256773555
calibrated_rf,count_unigram,0.5334507042253521,0.5783144365184493,0.5334507042253521,0.3999774620729035,0.5104772557792692,0.05819753410175099,0.4878969192504883,0.5031754909271688
calibrated_svm,count_unigram,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.020307064056396484,0.5150820283370618
ovr_svm,count_unigram,0.5404929577464789,0.6108128226880228,0.5404929577464789,0.41412800952777995,0.5178846631866766,0.09062303574312883,0.012475728988647461,0.5178846631866766
feature_selection_rf,count_unigram,0.5123239436619719,0.4988530525438187,0.5123239436619719,0.46935986998604895,0.49834700472284366,-0.004008289317741604,0.24406981468200684,0.4962155108128263
XGBoost,count_unigram,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.030794858932495117,0.48729182202336563
LightGBM,count_unigram,0.5035211267605634,0.48469862507360306,0.5035211267605634,0.45545442603809383,0.4889137459607258,-0.027466708845984268,0.05470895767211914,0.4831406910265971
CatBoost,count_unigram,0.477112676056338,0.4996306117518835,0.477112676056338,0.3413516475263484,0.49976385781754906,-0.0011965515490753632,0.13243412971496582,0.49622793934874476
LogisticRegression,count_bigram,0.5158450704225352,0.5117129114175911,0.5158450704225352,0.5092689222727168,0.5100546855580412,0.020668315291103485,0.06102490425109863,0.5346818294804873
LogisticRegression_L1,count_bigram,0.5017605633802817,0.4967757994041063,0.5017605633802817,0.49455685448462866,0.4957618692518021,-0.008727458208869306,0.14243197441101074,0.5009259259259259
RidgeClassifier,count_bigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.011916160583496094,0.5278523489932886
SGDClassifier,count_bigram,0.477112676056338,0.5086161459400896,0.477112676056338,0.32784294189574753,0.5006338553318419,0.0042334261676008934,0.019726037979125977,0.5006338553318418
BernoulliNB,count_bigram,0.551056338028169,0.6175979632055068,0.551056338028169,0.44378211762411496,0.5296917723092219,0.12017330595218151,0.010506868362426758,0.5286602038279891
RandomForest,count_bigram,0.5475352112676056,0.5611056908612766,0.5475352112676056,0.47862840675484875,0.5298160576684067,0.08606018083363479,0.2088918685913086,0.5208799403430275
ExtraTrees,count_bigram,0.5440140845070423,0.5938926240369043,0.5440140845070423,0.4328219221624752,0.5224583644046731,0.09328257101437037,0.1503159999847412,0.5222595078299775
GradientBoosting,count_bigram,0.5422535211267606,0.5885719693796176,0.5422535211267606,0.42949638621200886,0.5206065125528212,0.08675897664915468,0.13033294677734375,0.5163932388764604
LinearSVC,count_bigram,0.5440140845070423,0.5486740457189259,0.5440140845070423,0.4878315684136104,0.5278523489932886,0.07392401004684221,0.014298200607299805,0.5278523489932886
KNN,count_bigram,0.5264084507042254,0.5256904224402915,0.5264084507042254,0.5259175447699505,0.524471787223465,0.04904517136147409,0.05488991737365723,0.5302137708177976
linear_stacking,count_bigram,0.522887323943662,0.5198551707509034,0.522887323943662,0.5186409921574415,0.5181580909768829,0.03697197129757595,0.03729605674743652,0.5181580909768829
ada_boost_tree,count_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.014750242233276367,0.4993661446681581
ada_boost_simple,count_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.06529712677001953,0.5029828486204325
gradient_boost_custom,count_bigram,0.5052816901408451,0.487542430087947,0.5052816901408451,0.45801717499082745,0.49076559781257767,-0.022805919839846162,0.23451685905456543,0.49103281133482474
bagging_lr,count_bigram,0.5158450704225352,0.5115645781931857,0.5158450704225352,0.5088449999408935,0.5098806860551827,0.020347006674636653,0.12992572784423828,0.5327740492170022
bagging_sgd,count_bigram,0.522887323943662,0.49447893180287544,0.522887323943662,0.37812235823234386,0.4993661446681581,-0.0042334261676008934,0.09872198104858398,0.4954511558538404
calibrated_rf,count_bigram,0.5492957746478874,0.5641703705841608,0.5492957746478874,0.48143619989658054,0.5316679095202586,0.09092524934812281,0.8702609539031982,0.5321774794929157
calibrated_svm,count_bigram,0.5528169014084507,0.6047815294230819,0.5528169014084507,0.45540029308298074,0.5322396221725081,0.11803091828166234,0.023707866668701172,0.5316244096445439
ovr_svm,count_bigram,0.5528169014084507,0.6571894328936582,0.5528169014084507,0.43581195329784933,0.5306736266467811,0.1415172045968016,0.013977766036987305,0.5306736266467811
feature_selection_rf,count_bigram,0.5369718309859155,0.5335279575838402,0.5369718309859155,0.5025561485648959,0.524098931145911,0.05654666004358809,0.5028750896453857,0.5376708923688789
XGBoost,count_bigram,0.5105633802816901,0.4948770993687607,0.5105633802816901,0.46191259926580763,0.49579915485955756,-0.010475537834320214,0.03291606903076172,0.48729182202336563
